,DC_Healthy,DC_Severe,Epithelial_2_Healthy,Epithelial_2_Severe
AGO1,3.717923562,3.240425767,5.406371831,NaN
FAM89A,NaN,NaN,5.407137669,4.073004706
CNIH1,4.028915924,5.121888227,5.407170275,4.073004706
CCDC25,5.290907758,4.754380625,5.407300286,NaN
SLC35A3,4.630714675,4.201609258,5.407318956,NaN
BLVRB,6.683290835,6.584143704,5.407693143,5.996702856
CCNB1IP1,4.961223831,5.203368442,5.408702763,4.073004706
PPP4R2,5.181976851,4.748594544,5.409671662,4.073004706
NBR1,4.226557151,4.075479905,5.409929442,NaN
SMYD4,NaN,NaN,5.410641166,NaN
ANAPC4,3.38943131,4.051023375,5.410645665,NaN
FAM13B,2.949329798,3.466437735,5.411114099,NaN
METTL5,4.38345558,5.125273438,5.411188881,NaN
CDCP1,NaN,NaN,5.411300028,NaN
PDLIM4,NaN,NaN,5.411369883,NaN
MTF2,4.329356177,5.589216918,5.412241596,NaN
SRP19,6.710205206,6.128021534,5.412688015,5.996702856
CYB5B,4.889880444,4.250731648,5.41278376,5.555307493
DGLUCY,4.181003374,NaN,5.413235725,5.555307493
EIF2AK4,5.464897194,4.520039593,5.413387705,6.555307493
SRSF8,4.528306946,4.476995797,5.414487735,NaN
IRX4,NaN,NaN,5.414568275,NaN
ARPC1A,3.885486969,4.250864244,5.414781784,NaN
TRNT1,2.979438738,4.063297796,5.414891776,NaN
CBWD5,3.497574504,3.678130894,5.415229403,NaN
PSMG2,5.815354671,6.254434479,5.41549713,5.555307493
PRPF38A,4.290526382,4.439215948,5.416126209,NaN
EIF1AY,4.34491677,4.80697042,5.417905417,NaN
TCF3,2.977625544,NaN,5.418551747,NaN
CHCHD10,6.522918415,6.547916662,5.418701461,7.607550294
VTI1B,5.724932341,4.823232386,5.418899872,4.073004706
PDHA1,4.705023932,5.572755477,5.419012421,NaN
GLOD4,4.303923461,4.790375182,5.419201111,NaN
NAA10,5.314706149,6.08896044,5.419239259,5.073004706
STOML2,5.163964508,5.88099408,5.420470328,6.334217577
CEP290,3.92480329,NaN,5.420486027,4.073004706
MTMR9,2.911802916,3.858963552,5.420979872,NaN
ABCD4,3.754834252,3.356650812,5.421433116,NaN
TPD52L1,NaN,NaN,5.421537561,NaN
IFT20,7.060631793,6.797222165,5.421861576,6.837253902
CPSF7,4.467945794,NaN,5.422235575,NaN
ZC3H7A,5.896284377,5.312280474,5.422512223,NaN
HTT,6.36081104,5.410497658,5.42291727,NaN
ATP10D,4.684352714,4.000780982,5.422947673,NaN
CEBPG,4.523857457,4.416938215,5.422976405,NaN
STX7,6.560088596,5.933351217,5.423889344,NaN
MRPL34,4.923424974,6.145389038,5.424356353,NaN
FIGNL1,NaN,NaN,5.425263867,NaN
MKRN1,5.05517014,4.894116724,5.425694578,NaN
NEIL1,2.279252216,NaN,5.425872438,NaN
PNKP,5.413051552,5.31466274,5.425970493,6.334217577
PSMD3,5.046730838,6.488918143,5.426327032,5.555307493
WDR74,4.126875518,3.240393442,5.426388458,NaN
SOCS4,3.516259817,4.958156335,5.426651617,NaN
HIBCH,3.296368238,3.710142598,5.426682919,5.555307493
HADHB,5.39857683,6.162309093,5.427062317,5.555307493
SPART,3.522446882,4.240967543,5.427319824,4.073004706
EP400,3.387333625,NaN,5.427715054,NaN
UBE3C,4.035172546,5.256637686,5.42815122,NaN
UBAP2L,4.667290854,5.540491759,5.428184081,NaN
EPB41,5.664874201,4.991977263,5.428405004,NaN
FNDC3A,4.262005392,3.378348697,5.428536153,7.175307876
FAM161A,NaN,NaN,5.428645117,4.073004706
TFAM,5.441636468,4.79325398,5.428736886,4.073004706
CCDC88A,8.849690926,8.483774654,5.42900999,7.703157376
TGFBR3,NaN,NaN,5.430129631,NaN
NREP,4.800296757,3.360454651,5.430390756,NaN
USO1,5.52002886,4.584562205,5.431241987,NaN
C12orf45,4.803189581,6.725700862,5.43150487,NaN
MSI2,4.438341471,4.150242915,5.432076696,4.073004706
PRR14L,5.591018037,4.601030942,5.432528543,4.073004706
SERINC1,5.714952543,4.753302721,5.432731489,5.073004706
UBR4,5.006638336,4.862684233,5.432808157,NaN
MCM7,3.616697044,4.029069399,5.432891088,NaN
GTF2A2,6.127307316,6.324476864,5.433640848,4.073004706
CCDC174,4.164907209,3.710934578,5.433927407,NaN
CSTA,NaN,NaN,5.434124438,NaN
SMG6,2.811993903,NaN,5.434533998,NaN
GSTO1,5.825653077,6.68238412,5.434757662,NaN
IL4R,4.624888176,3.691012291,5.434800487,NaN
RPAP3,5.274660015,5.361471887,5.434896499,NaN
STIP1,3.219564867,5.685028957,5.435580687,NaN
SAMD4B,5.472893362,3.270372455,5.436634222,5.555307493
CFAP298,NaN,3.973571434,5.43678606,5.555307493
LFNG,6.556187537,5.822892963,5.436984305,4.073004706
SUCO,4.987981579,4.295359176,5.437533957,5.555307493
DIP2B,4.239998975,4.030774783,5.437543388,NaN
PSMD14,5.584005336,4.963046664,5.437897721,4.073004706
SMARCB1,5.56692828,5.214602337,5.438149562,6.607550294
MORC3,5.565489492,5.339886865,5.438955849,4.073004706
CCNC,5.033107933,4.626974051,5.439334325,NaN
EIF2AK1,4.565257972,4.104419918,5.439484066,4.073004706
YAP1,NaN,NaN,5.439899948,4.073004706
SMIM26,6.080822037,6.597036921,5.440260246,6.555307493
SERTAD2,4.851561273,6.037664513,5.440276329,NaN
FASTKD2,3.834988085,3.360770349,5.440454154,NaN
BCAS2,6.402129925,5.060028837,5.440470168,NaN
ODR4,2.783222651,4.45773685,5.440533008,4.073004706
TSPYL1,4.16306691,3.713225239,5.441025748,5.555307493
PARP9,4.825378595,4.65600554,5.441125007,NaN
PLAGL1,NaN,NaN,5.441396881,4.073004706
FRA10AC1,5.215587505,4.494713838,5.442371557,5.996702856
IPO9,NaN,NaN,5.442374488,NaN
LTA4H,5.515642122,5.349461175,5.442433496,4.073004706
USP53,6.050768435,5.115122626,5.442640635,NaN
SNAPC1,2.384961607,3.8043762,5.442643706,4.073004706
CAPNS1,7.53567925,7.620742772,5.442794138,NaN
DGCR8,2.780784522,NaN,5.443339249,NaN
HMG20B,4.885003995,3.734668724,5.443712063,NaN
UBA2,5.058529397,5.504822095,5.44375559,NaN
EXOSC8,6.202451739,6.031413436,5.44386281,NaN
SOS2,4.441724245,4.484228001,5.444459617,NaN
STK24,5.708648439,4.517273623,5.444476109,5.073004706
TXLNA,3.526967942,4.011541372,5.445458623,NaN
TOB2,5.105501758,5.53648944,5.445830099,NaN
ADAM10,4.573605037,NaN,5.44595346,4.073004706
DUSP14,3.419864319,NaN,5.445959383,NaN
HTRA1,NaN,NaN,5.446112259,6.334217577
H6PD,3.557662073,3.05353396,5.446375882,5.996702856
PPP2CB,4.312358179,3.293930942,5.446936624,5.073004706
LRP1,NaN,NaN,5.447182062,4.073004706
AKAP1,NaN,NaN,5.447368106,NaN
FIS1,5.687146907,5.366306389,5.448040191,NaN
CUL3,5.734270064,5.17532812,5.448443302,5.996702856
SDHC,5.665602979,6.120660946,5.448833269,5.657967207
B3GALNT2,2.46288921,NaN,5.44912525,NaN
CWC22,4.031424586,4.608337461,5.449220491,4.073004706
COPB2,5.77227387,5.903456845,5.449278715,6.334217577
WBP11,6.031002998,4.425705448,5.449520891,NaN
AHCTF1,4.326618036,4.024700904,5.44980147,5.996702856
DMXL1,4.984246716,3.244969624,5.450033564,NaN
HECA,4.997399578,4.487005329,5.450898775,NaN
WDR73,4.479434227,NaN,5.45103913,NaN
XIAP,3.579667804,5.428442832,5.45175827,NaN
PDK1,4.305940828,3.959353881,5.452578764,NaN
NDUFS3,5.227510805,6.754938149,5.452781361,NaN
OGFR,5.595203115,5.791346413,5.452830177,NaN
SAP30BP,4.458123695,4.630502717,5.452933348,NaN
ACSL3,4.206274688,3.852304689,5.453020928,5.073004706
FKBP8,7.164651027,6.56000835,5.454325014,5.073004706
KDM1A,4.428963809,4.780903421,5.454341401,4.073004706
ZCCHC10,4.856040426,5.953300311,5.454520356,NaN
FYTTD1,4.095491736,4.392793252,5.454872423,5.657967207
PCID2,NaN,3.605584053,5.455360432,5.657967207
WASHC1,3.971125827,NaN,5.455988809,NaN
POLR2J,5.013156619,6.232194157,5.456035651,6.334217577
RNF115,4.820759151,5.256653496,5.456522028,NaN
NUP214,4.590425743,3.740739535,5.456658103,NaN
RALA,6.773069395,6.22047176,5.456767292,5.996702856
GTF3C3,4.523285149,NaN,5.457190708,4.073004706
TP53BP1,NaN,NaN,5.457230272,NaN
IRX2,NaN,NaN,5.457370833,NaN
ACAA1,5.825881411,6.514556977,5.458725242,5.555307493
GTF3C1,1.974554949,NaN,5.460363531,NaN
CETN2,4.269095251,3.936591535,5.460704632,NaN
GTF2F2,4.486453423,6.051346808,5.463237148,5.555307493
FKBP3,4.50532184,6.117877087,5.463308789,5.996702856
LIMS1,6.520368247,6.547069409,5.463899177,NaN
C9orf78,5.663979502,5.669887892,5.464001803,4.073004706
UHMK1,6.30677598,5.440515306,5.464438684,NaN
TRMT13,3.31309843,2.789797837,5.464824905,NaN
ZNF219,NaN,NaN,5.464848591,NaN
PDIA4,6.814827249,6.272685185,5.465401194,6.792820465
PLA2G12A,NaN,NaN,5.465460194,NaN
GOPC,5.523251371,4.501351469,5.465534056,NaN
FOXJ3,2.962620153,NaN,5.465932959,NaN
AADAC,NaN,NaN,5.465990344,NaN
DUOX1,NaN,NaN,5.466436699,NaN
STARD7,6.121427705,5.914296953,5.467611556,NaN
ZBTB37,2.991174036,NaN,5.467657046,5.555307493
DR1,5.658177073,4.909804427,5.468218712,NaN
MGST2,6.021199737,6.692844245,5.468874263,NaN
CEP295,NaN,NaN,5.468954912,4.073004706
HMGCS1,5.100521638,4.606425646,5.470083886,NaN
LCOR,5.528117759,6.107113424,5.470218085,NaN
UTP20,2.442455604,NaN,5.470666978,NaN
ZMAT2,5.987163354,5.562192429,5.470944694,5.555307493
STXBP3,6.192226896,5.49007112,5.471385345,NaN
PSMC1,5.778482814,6.236592261,5.47142218,4.073004706
NUBP2,4.585787007,5.46656655,5.471515335,NaN
ANAPC7,5.180567792,4.553261836,5.471695337,NaN
LSM6,6.970703931,7.516102465,5.473081468,4.073004706
ZNF397,5.575185578,4.375854554,5.473127689,NaN
CHSY1,2.921946169,3.734691428,5.473432859,NaN
GNA11,NaN,NaN,5.473496281,4.073004706
ANKRD29,NaN,NaN,5.473504544,NaN
MRPL40,5.245124706,5.502328167,5.473885292,5.996702856
TCOF1,5.666931251,7.108031685,5.474181211,NaN
TSPAN3,5.340724,5.213678125,5.475284793,6.555307493
OGFRL1,6.729066669,6.230414576,5.475287643,NaN
EFNB2,NaN,NaN,5.475678005,NaN
PDCD2,5.688693057,5.859849016,5.475787456,NaN
TXNL4A,5.726063304,6.047326058,5.47598583,6.792820465
ZNF121,4.849561803,3.618952106,5.476096415,NaN
ZNF532,3.044499331,NaN,5.476130439,NaN
GTF2H5,5.246297061,4.194785846,5.476228981,4.073004706
DCXR,5.220407281,6.358666256,5.476471428,6.792820465
C14orf119,3.555031158,5.018066135,5.476477196,NaN
CCZ1,5.821178814,4.339274878,5.4766264,NaN
ANKZF1,4.51275169,4.978727985,5.478776511,NaN
ARIH2,4.68909067,4.625558908,5.478881232,5.073004706
PGLS,7.220193788,7.984021997,5.479137031,6.607550294
PRRG4,3.563584014,NaN,5.479159585,NaN
SAR1A,5.013223483,4.226227307,5.47927754,5.073004706
SPAG7,5.704885241,5.788141865,5.479494469,5.996702856
GTF3A,6.493411206,7.190707276,5.480186293,7.140269993
TMEM208,5.215524823,5.824340941,5.481158594,5.073004706
RNF216,5.933814883,3.366223861,5.481636619,NaN
TUBGCP5,NaN,NaN,5.482226079,4.073004706
LUC7L2,5.478099894,5.235132214,5.482471016,5.996702856
TRAM1,7.869338628,6.969910268,5.482704551,7.448993592
RNASET2,7.939776164,8.290330279,5.482749018,NaN
ECH1,6.075272509,6.358255719,5.482883445,4.073004706
SLC6A8,NaN,NaN,5.482975014,NaN
EPRS,5.448559916,6.222862282,5.484342412,7.140269993
NIN,4.828456343,4.339401335,5.484748786,NaN
UHRF2,3.408525829,NaN,5.485840843,NaN
TMED4,6.150821037,4.481260479,5.486283585,5.073004706
GRSF1,5.283342165,4.832716062,5.486444932,NaN
ZBTB43,3.451097242,4.111615478,5.486472187,4.073004706
FAM110C,NaN,NaN,5.48913782,NaN
RNF217,4.230166788,3.483097493,5.489239032,4.073004706
METTL26,5.326137838,5.953231299,5.489549591,4.073004706
SENP7,3.570937789,3.202739543,5.489628475,NaN
TSPAN14,NaN,3.085508337,5.489957417,NaN
DGCR2,NaN,5.062804112,5.490015898,NaN
OTUB1,6.683182823,5.94271688,5.490421965,5.555307493
WASHC4,4.97013306,4.747335525,5.491161699,NaN
TNFAIP8,7.142588613,7.036651533,5.491519981,5.996702856
KLF8,3.164997711,3.17935148,5.491583553,NaN
NUP50,4.129880636,4.172917489,5.492504067,NaN
HOOK1,NaN,NaN,5.492727293,NaN
AP3D1,6.543141305,6.168756539,5.493254381,NaN
MPRIP,4.241434179,4.977481663,5.493566109,5.555307493
SUSD6,6.546553169,4.580559864,5.49381737,NaN
ATIC,4.268468352,5.082355781,5.49465474,NaN
PDCD10,5.288674334,6.062131603,5.494868335,5.555307493
RNF8,2.736378982,4.019223324,5.49506086,NaN
CDH1,NaN,NaN,5.495501463,NaN
MAP3K6,NaN,NaN,5.495986892,4.073004706
RNF141,2.687654725,NaN,5.496988757,NaN
AHDC1,3.669380833,NaN,5.497453345,4.073004706
KIN,5.228048867,4.203677458,5.498611262,5.073004706
MED6,3.330172111,3.472060738,5.499981009,NaN
ARHGEF35,NaN,NaN,5.500074531,NaN
INTS11,3.849694754,4.985593248,5.500510278,NaN
FAM76B,4.277552373,3.428687755,5.501270377,4.073004706
IMP4,4.134199029,5.31092799,5.501404227,5.555307493
COA1,4.054619129,3.293109423,5.501616682,NaN
TTF1,3.980517985,4.388930697,5.501736932,NaN
PPIL2,5.168794372,3.609452444,5.502785681,NaN
CNOT6L,4.041946917,5.144839431,5.503220509,5.555307493
GNL2,4.931445729,5.751884415,5.504165535,4.073004706
SLC39A10,5.444795231,4.935475255,5.505498048,NaN
PLTP,NaN,NaN,5.505845283,5.657967207
ZNF217,5.11742626,NaN,5.506020953,NaN
COMMD3,5.177065826,6.18050747,5.50633274,6.073004706
WDR61,5.75803592,5.502005177,5.506625238,4.073004706
ING5,4.007752464,NaN,5.506960901,NaN
UBE2H,4.574572986,5.103847157,5.508088539,NaN
PHYKPL,6.349481605,4.918278257,5.508848469,NaN
C6orf132,NaN,NaN,5.509398577,NaN
ATXN1,5.051639437,6.298505992,5.509437321,6.555307493
DNAJB12,4.709217645,3.725989376,5.510662225,4.073004706
GSK3B,4.74056429,3.685128213,5.51069342,NaN
SRM,5.514494765,5.517827183,5.511308798,5.657967207
KMT5B,4.32210479,4.891948761,5.511742839,4.073004706
ARL6IP1,6.493696717,6.672652682,5.511874148,5.555307493
CLCN3,4.79994205,4.642948531,5.512198073,NaN
BLOC1S6,7.990457593,7.688419925,5.512324679,5.555307493
HPF1,3.219891711,4.106814908,5.512613691,NaN
CYHR1,4.358700257,4.263082951,5.5143423,NaN
CSE1L,2.52050011,4.223602761,5.514601513,NaN
PSMD2,5.731161839,6.2786751,5.514715708,5.996702856
VEZF1,3.173126679,NaN,5.514882425,NaN
PBX1,NaN,NaN,5.517079902,NaN
NOM1,3.459333577,NaN,5.517578784,NaN
NINJ1,5.46116361,3.983017643,5.518350914,4.073004706
REXO2,3.741793264,4.929348481,5.518681931,5.555307493
KPNA4,6.045985184,6.317156822,5.519056897,5.555307493
EXOC3,4.576427526,3.341421977,5.519435065,NaN
NOP10,5.379064411,5.88733801,5.519482089,6.792820465
MTERF4,4.926695869,3.944637996,5.520455844,NaN
MSH3,3.189119528,4.072427469,5.520509038,NaN
CYLD,6.665027098,6.567174223,5.520985998,5.996702856
BASP1,9.826834834,9.511606179,5.522486827,4.073004706
ZNF800,5.501773997,5.578312875,5.524820566,6.334217577
PLD3,4.608247234,5.353197746,5.525347024,NaN
STAT1,4.660029486,4.278796783,5.525987865,5.555307493
ACADM,3.513248895,4.523666578,5.526312053,6.334217577
EXOC6B,NaN,NaN,5.528165135,NaN
NOLC1,5.501141092,5.560285689,5.529671146,NaN
PHF21A,4.447648535,4.959311465,5.529901342,5.555307493
ARID4A,6.142171922,6.153885848,5.530365787,5.996702856
ABI1,5.625422747,5.650346609,5.530857361,NaN
MEAF6,5.846501708,4.073128279,5.531536266,5.555307493
TEX9,NaN,NaN,5.532436892,NaN
IREB2,5.999749399,5.181401996,5.532880912,NaN
MTR,NaN,NaN,5.533431257,NaN
COPA,5.460721937,4.660581485,5.533783576,5.073004706
NDUFAF2,4.259188486,4.455057184,5.535161484,5.996702856
PSMD11,5.783950411,6.304076903,5.535469466,4.073004706
TAF1,5.420456176,3.94774973,5.53581218,NaN
CCDC84,3.932848295,NaN,5.53605951,NaN
PSMB3,7.088191528,7.87816889,5.536642681,6.792820465
GPBP1L1,5.778712131,4.265076451,5.537286533,NaN
PRLR,NaN,NaN,5.538045093,NaN
GSTA4,NaN,NaN,5.538156892,NaN
UQCC2,4.823410787,5.905992405,5.538456445,6.334217577
ZNF830,NaN,NaN,5.539087086,4.073004706
RNF187,4.909333982,4.710254459,5.539539532,NaN
OSTC,7.209042822,7.517829316,5.539588357,6.607550294
AGRN,NaN,NaN,5.541424347,4.073004706
ERBB2,NaN,NaN,5.54188962,4.073004706
SNX1,4.874976266,4.302043433,5.542089175,4.073004706
GIGYF1,5.096870706,NaN,5.542146947,NaN
LTN1,4.315523939,4.771805979,5.542402376,NaN
RASGEF1B,7.583988462,5.985142556,5.542434463,NaN
AZI2,NaN,NaN,5.542820871,NaN
SURF6,4.288671491,NaN,5.543243588,NaN
SYNE1,3.306619668,NaN,5.543671044,4.073004706
CEP104,3.942666272,3.38702791,5.544407532,NaN
RAB11A,6.92306565,6.613369609,5.544623817,NaN
RARG,NaN,NaN,5.54465472,4.073004706
C8orf33,4.969514922,4.248100607,5.544687449,NaN
UBA1,4.660364279,5.219757301,5.545085651,NaN
SIRT7,4.897216687,4.950295585,5.546516559,4.073004706
NAA20,6.099607822,5.188870085,5.546657199,4.073004706
PCYOX1,4.240668626,NaN,5.546843788,5.996702856
DDX11,2.44456079,NaN,5.54720249,NaN
MYO5A,4.048090995,3.999500921,5.547252301,NaN
EVPL,NaN,NaN,5.547681858,NaN
AQR,4.820528204,4.428049168,5.54807705,NaN
SYNRG,4.975673197,5.48818532,5.548989973,4.073004706
CCDC146,2.479582078,NaN,5.549516954,NaN
SH3RF2,NaN,NaN,5.54974854,NaN
TENT5B,2.210252538,NaN,5.550020071,NaN
COA4,4.878308002,5.370017355,5.550996292,6.334217577
ZDHHC3,3.664796802,3.68364379,5.551683432,NaN
DNTTIP2,5.289347546,5.873284259,5.553247661,5.073004706
MRPS18B,4.534921416,5.920225652,5.553982807,NaN
SMAD1,NaN,NaN,5.554513544,4.073004706
SRI,6.474613818,7.318061025,5.555735255,4.073004706
PUF60,5.582495611,6.291559306,5.556025722,NaN
IPO5,4.096194018,4.511628182,5.55631784,NaN
RALY,6.488275972,7.027620822,5.556674359,5.555307493
CMTR2,5.242416716,3.77187953,5.557243604,NaN
WBP4,5.230162895,4.224662943,5.557536572,5.996702856
CUL4A,4.472802658,3.514606218,5.558189895,NaN
ALKBH7,6.347543071,6.306071465,5.558240595,7.175307876
IGBP1,5.752837078,6.493711227,5.558709632,NaN
CEP170B,NaN,NaN,5.560333701,NaN
NAE1,3.761972278,5.007257949,5.560416522,NaN
ABHD17A,5.848960256,5.990327728,5.560500394,NaN
GNAQ,5.590404985,6.427795512,5.56164659,5.996702856
LGALS8,NaN,NaN,5.561805274,NaN
RPF2,4.023097338,3.802150005,5.562355237,4.073004706
TCEAL9,NaN,NaN,5.563605568,4.073004706
TRABD,6.532855087,6.729844175,5.564185218,4.073004706
MRPS6,6.602845293,4.918216904,5.564330979,4.073004706
HECTD4,3.788560808,NaN,5.564532987,NaN
TMEM147,6.160285941,6.329125637,5.565168262,5.657967207
KLC1,4.289628547,4.494060704,5.566060123,NaN
EXOC7,4.601058042,3.520613054,5.566914376,NaN
PMPCB,5.882441968,5.13644556,5.566975012,NaN
PPP1CA,6.956377657,7.420998702,5.567130733,4.073004706
MCTP2,NaN,NaN,5.567453021,NaN
AC005261.1,NaN,3.526511519,5.567989753,4.073004706
BEX3,NaN,NaN,5.568232796,5.996702856
TMEM168,NaN,NaN,5.56834633,NaN
REXO4,4.040909299,4.29764767,5.568494116,NaN
TSTD1,5.71729074,6.020973194,5.568622448,4.073004706
NUDCD3,4.628712331,3.634315718,5.569376803,NaN
COX7A2L,6.827000107,7.09161466,5.569634012,6.334217577
PER2,3.686615598,NaN,5.569634927,5.555307493
GRHPR,5.875084943,5.600630457,5.571224298,NaN
ITGAV,3.521231464,NaN,5.571238437,5.555307493
PNRC2,6.451921673,6.203966843,5.571266933,NaN
CNTNAP3,NaN,NaN,5.571951507,NaN
DCAF5,4.896104098,4.324985439,5.572337446,NaN
TUSC1,3.802986483,NaN,5.572497932,NaN
RNF126,5.047003052,4.7546636,5.573154299,NaN
BRI3,7.641413903,7.551682712,5.573985394,6.996702856
FAM89B,6.277060616,7.054788413,5.574059466,7.555307493
DCAF13,5.079315083,5.596827826,5.574961969,NaN
TBC1D9B,5.614151059,3.606208202,5.575063255,5.555307493
SURF4,4.66808997,4.667706169,5.575148945,NaN
LMAN2,6.598521751,6.904887754,5.57526168,6.555307493
SPPL2B,4.118901184,NaN,5.575585397,4.073004706
HELZ,4.388562524,4.579451563,5.575910995,NaN
CRK,5.756748188,4.941068324,5.576490503,NaN
KHSRP,4.64718882,5.171488167,5.576862231,NaN
CAPRIN2,4.228126997,NaN,5.577408466,NaN
SNX13,4.621931749,4.988739413,5.578234926,NaN
SARS,5.842989403,6.049677553,5.578394991,6.334217577
AAMP,5.692716878,4.994971068,5.578731548,NaN
GK5,3.155238721,3.772491178,5.580569068,NaN
SPTAN1,3.708891809,4.998232989,5.58082427,5.996702856
AC097376.2,2.900330073,NaN,5.580956078,NaN
CCDC115,4.567853888,4.824205057,5.581599356,NaN
TNFRSF25,NaN,NaN,5.581644565,NaN
USP40,NaN,NaN,5.582638792,4.073004706
PITHD1,4.415072833,4.415979933,5.582837287,NaN
DCP2,5.848295381,5.385406608,5.582870613,NaN
ADGRA3,NaN,NaN,5.58334726,NaN
SOX7,NaN,NaN,5.584475216,NaN
TMED2,6.471826205,5.984849995,5.584791952,5.073004706
CISD1,4.795008918,5.156106199,5.585449658,NaN
CHMP1A,4.749697279,4.048151324,5.586223715,NaN
TBC1D5,5.737569444,4.75268535,5.587058693,4.073004706
MGMT,4.98830899,4.011525341,5.587252357,NaN
GGCT,5.944749951,4.464345152,5.587669146,NaN
NUP58,4.906975379,5.024901748,5.587805598,5.073004706
CDC42BPA,NaN,NaN,5.588768916,NaN
IRF9,5.346140632,3.155270309,5.588831024,5.996702856
SF3B5,6.610432315,7.091100175,5.589853393,NaN
EXOSC7,4.709520128,3.622662417,5.591564635,5.996702856
NXF1,4.366199294,5.521676067,5.592649921,NaN
TP53,4.383067033,4.154523346,5.593144577,NaN
SNTB2,4.769554026,3.814487039,5.593750136,NaN
AUP1,6.393046538,7.230331449,5.59386686,NaN
PPP1R2,7.116151361,6.40977841,5.595328864,NaN
LARP1B,4.773675524,NaN,5.595796291,6.334217577
RGL2,4.847228215,4.507463906,5.595910114,NaN
TSC2,4.776157638,NaN,5.596004789,NaN
YIPF6,4.252955652,4.405066601,5.59649829,5.657967207
PRPF8,5.886509098,4.985814563,5.59685827,NaN
C1orf131,4.056997775,3.643647908,5.596871747,NaN
CCSER2,5.303015463,5.731072796,5.597136576,NaN
CREB1,5.632166096,5.454360352,5.597255627,5.555307493
AP1G2,6.066717554,4.828713645,5.597982096,NaN
TFAP2C,NaN,NaN,5.598235793,NaN
ATXN3,5.715776397,5.090618715,5.598731468,4.073004706
CEP95,3.650378095,4.680392438,5.599028683,NaN
GAPVD1,4.508182904,4.541348336,5.599465978,NaN
GLRX5,4.808772648,5.282805789,5.600332124,5.555307493
CIAO1,4.830775148,5.058551906,5.600543752,NaN
PRPF31,5.083432962,5.255041215,5.601364632,NaN
USP33,4.29357268,4.165543767,5.601574296,NaN
C9orf16,6.707006138,6.776358695,5.602536821,NaN
ACBD6,5.531202268,4.942346585,5.602575378,NaN
NECTIN1,2.549379711,NaN,5.603238131,NaN
SDAD1,4.612247081,4.937929718,5.603990071,NaN
BRD8,4.421627308,3.356133027,5.604277659,5.555307493
THUMPD2,3.623977507,3.204764026,5.604471224,NaN
MRPL1,3.501156403,3.99084335,5.604576117,NaN
SENP5,5.067815676,NaN,5.606393335,NaN
PHF5A,4.080441868,5.412609805,5.607264483,6.555307493
PSMB9,8.273424451,9.200042091,5.607270137,6.607550294
DKK3,NaN,NaN,5.608102596,NaN
JTB,6.202293766,6.571176759,5.609938296,6.073004706
PPP1R13L,NaN,NaN,5.610194153,NaN
ANXA5,8.19936042,7.912800414,5.610557895,7.815208239
HNRNPUL1,6.04879457,5.674957698,5.610737755,NaN
